Date,Tournament,Court Type,Player1,Player1_Rank,Player1_RankingPoints,Player2,Player2_Rank,Player2_RankingPoints,Best of Sets,ScoreProgression_Games,ScoreProgression_Sets,Player1_Aces,Player1_BreakpointsWon,Player1_DoubleFaults,Player1_FirstServePointsWon,Player1_FirstServeSuccessful,Player1_MaxPointsInARow,Player1_PointsWon,Player1_SecondServePointsWon,Player1_SecondServeSuccessful,Player1_ServiceGamesWon,Player1_ServicePointsLost,Player1_ServicePointsWon,Player1_TiebreaksWon,Player1_TotalBreakpoints,Player1_GamesWon,Player1_MaxGamesInARow,Player2_Aces,Player2_BreakpointsWon,Player2_DoubleFaults,Player2_FirstServePointsWon,Player2_FirstServeSuccessful,Player2_MaxPointsInARow,Player2_PointsWon,Player2_SecondServePointsWon,Player2_SecondServeSuccessful,Player2_ServiceGamesWon,Player2_ServicePointsLost,Player2_ServicePointsWon,Player2_TiebreaksWon,Player2_TotalBreakpoints,Player2_GamesWon,Player2_MaxGamesInARow
2024-05-11,Rome,red-clay,"Tsitsipas, Stefanos",8,3860,"Struff, Jan-Lennard",41,1120,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[0, 1], [1, 1], [2, 1]]",5,5,4,46,64,11,116,20,35,13,37,66,0,16,18,3,9,3,4,57,77,9,109,15,41,11,50,72,1,8,15,3
2024-05-11,Rome,red-clay,"Auger Aliassime, Felix",20,1880,"Van De Zandschulp, Botic",112,565,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",3,4,6,39,54,7,79,14,28,8,35,53,1,8,13,5,3,2,5,17,28,9,68,16,26,5,26,33,0,7,7,4
2024-05-11,Rome,red-clay,"Nardi, Luca",81,718,"Rune, Holger V. N.",12,3250,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",1,0,3,20,28,5,56,17,28,8,22,37,0,6,8,1,1,2,1,31,39,6,70,17,27,10,19,48,0,4,12,3
2024-05-11,Rome,red-clay,"Giron, Marcos",49,980,"Rublev, Andrey",6,4740,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [4, 5], [4, 6]], [[0, 1], [0, 2], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]]]","[[1, 0], [1, 1], [1, 2]]",3,5,3,36,57,5,97,21,42,11,45,57,0,12,16,2,5,6,7,41,57,11,113,27,44,12,40,68,0,9,18,3
2024-05-10,Rome,red-clay,"Borges, Nuno",53,931,"Bublik, Alexander",17,2055,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[1, 0], [2, 0], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",1,5,1,24,37,7,69,9,16,7,21,33,0,12,12,3,7,3,6,29,48,4,61,11,22,5,36,40,0,5,8,2
2024-05-10,Rome,red-clay,"Darderi, Luciano",54,918,"Navone, Mariano",31,1329,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",2,5,1,20,31,7,67,15,25,7,22,35,0,8,12,8,1,1,2,20,42,5,48,6,14,4,32,26,0,7,5,2
2024-05-10,Rome,red-clay,"Nishioka, Yoshihito",80,721,"Dimitrov, Grigor",10,3605,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",3,0,2,25,36,4,52,18,29,9,24,43,0,0,9,1,11,2,1,23,25,5,68,21,27,11,9,44,0,3,13,3
2024-05-10,Rome,red-clay,"Zhang, Zhizhen",56,868,"Mannarino, Adrian",21,1875,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",4,4,2,24,30,8,59,11,17,8,14,35,0,4,12,5,2,0,1,11,20,4,35,10,24,4,24,21,0,1,4,1
2024-05-10,Rome,red-clay,"Shelton, Ben",14,2460,"Kotov, Pavel",63,819,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[0, 1], [1, 1], [2, 1]]",2,2,4,36,46,7,95,25,29,14,18,61,0,7,16,3,0,1,2,41,57,5,78,19,35,12,34,60,0,2,13,3
2024-05-10,Rome,red-clay,"Thompson, Jordan",35,1191,"Thiago, Monteiro",106,590,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",3,0,0,18,32,4,41,10,26,4,30,28,0,4,4,1,2,4,1,23,28,7,64,11,18,8,13,34,0,13,12,5
2024-05-10,Rome,red-clay,"Cobolli, Flavio",57,868,"Korda, Sebastian",27,1525,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [1, 1], [1, 2]]",7,2,4,48,65,5,109,29,51,14,43,77,0,5,16,3,4,2,0,39,50,5,112,30,51,14,32,69,1,9,17,3
2024-05-10,Rome,red-clay,"Zverev, Alexander",5,5435,"Vukic, Aleksandar",70,792,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",8,4,2,24,30,6,63,10,14,8,12,34,0,10,12,7,2,0,1,20,34,6,43,11,25,4,29,31,0,2,4,1
2024-05-10,Rome,red-clay,"Shevchenko, Alexander",60,848,"Khachanov, Karen",18,2000,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",3,0,2,25,36,4,63,17,30,8,26,42,0,3,8,1,6,2,2,31,37,9,74,17,30,10,21,48,0,3,12,5
2024-05-10,Rome,red-clay,"Griekspoor, Tallon",26,1595,"Passaro, Francesco",240,248,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[1, 0], [1, 1], [1, 2]]",9,1,4,50,57,6,91,15,33,14,29,65,0,3,15,2,7,1,6,45,56,7,98,24,33,15,26,69,1,7,17,3
2024-05-10,Rome,red-clay,"Fritz, Taylor",13,2870,"Fognini, Fabio",92,650,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",6,2,1,29,35,8,63,16,26,10,17,45,0,3,12,3,3,0,4,23,30,5,50,10,17,7,18,33,0,2,7,1
2024-05-10,Rome,red-clay,"Hanfmann, Yannick",59,848,"Tabilo, Alejandro",32,1320,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",5,1,2,30,46,4,76,14,25,8,29,44,0,8,9,3,7,2,2,45,56,8,86,12,31,10,32,57,1,5,13,3
2024-05-10,Rome,red-clay,"Kecmanovic, Miomir",58,850,"Ruud, Casper",7,4535,3,"[[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6]], [[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[0, 1], [1, 1], [2, 1]]",7,4,1,29,46,6,81,14,31,8,35,43,0,14,12,3,6,5,5,31,49,6,87,21,36,9,38,52,0,9,14,6
2024-05-10,Rome,red-clay,"Cerundolo, Francisco",22,1870,"Gigante, Matteo",139,456,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [5, 1], [6, 1]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",2,5,1,24,32,9,64,7,10,7,12,31,0,14,12,4,0,1,1,14,28,4,39,13,31,3,33,27,0,4,4,1
2024-05-10,Rome,red-clay,"Djokovic, Novak",1,9990,"Moutet, Corentin",83,715,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]], [[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]",1,6,0,17,26,10,61,11,16,6,14,28,0,9,12,7,0,2,0,21,45,3,40,5,14,2,33,26,0,7,4,2
2024-05-09,Rome,red-clay,"Koepfer, Dominik",52,932,"Vavassori, Andrea",168,355,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",5,3,3,33,39,7,71,10,20,9,19,43,0,8,12,5,3,1,1,28,43,5,55,8,20,6,28,36,0,4,7,3
2024-05-09,Rome,red-clay,"Hijikata, Rinky",79,724,"Munar Clar, Jaume",68,805,3,"[[[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7]]]","[[0, 1], [0, 2]]",1,3,4,30,57,5,72,18,32,6,45,48,0,7,9,3,1,5,3,29,42,11,86,12,20,8,24,41,0,14,13,3
2024-05-09,Rome,red-clay,"Popyrin, Alexei",42,1057,"Medjedovic, Hamad",121,522,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",9,0,2,16,26,5,39,13,21,5,20,29,0,1,5,1,9,3,2,21,24,7,57,16,21,9,10,37,0,3,12,3
2024-05-09,Rome,red-clay,"Wild, Thiago Seyboth",61,839,"Barrere, Gregoire",115,560,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",8,6,2,27,36,9,73,8,19,6,22,35,0,17,12,4,1,3,0,22,40,3,49,5,25,3,38,27,0,9,6,2
2024-05-09,Rome,red-clay,"Bergs, Zizou",108,581,"Nadal, Rafael",305,175,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",7,2,4,30,44,6,83,21,30,11,27,51,0,9,13,3,3,3,4,39,58,6,88,22,31,13,32,61,0,7,16,3
2024-05-09,Rome,red-clay,"Napolitano, Stefano",125,506,"Wolf, Jeffrey John",101,605,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",11,3,1,27,35,7,71,18,29,9,20,45,1,6,13,5,4,1,4,22,27,5,57,15,32,7,26,37,0,5,8,3
2024-05-09,Rome,red-clay,"Gigante, Matteo",139,456,"Zeppieri, Giulio",144,427,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",4,4,4,35,50,6,94,15,24,8,28,50,1,9,13,3,2,3,0,28,49,4,77,21,44,7,44,49,0,10,10,3
2024-05-09,Rome,red-clay,"Moutet, Corentin",83,715,"Safiullin, Roman",39,1138,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [5, 2], [6, 2]]]","[[0, 1], [1, 1], [2, 1]]",2,4,4,41,52,6,97,17,33,11,31,58,1,9,16,5,3,3,4,42,64,5,91,18,31,11,39,60,0,8,14,4
2024-05-09,Rome,red-clay,"Kecmanovic, Miomir",58,850,"Nakashima, Brandon",72,760,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",4,2,3,26,35,5,66,19,23,10,16,45,0,6,12,3,3,0,1,28,40,5,56,12,20,8,21,40,0,5,8,1
2024-05-09,Rome,red-clay,"Mayot, Harold",130,499,"Arnaldi, Matteo",37,1160,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]], [[1, 0], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",3,3,2,40,59,10,96,17,28,12,32,57,0,10,15,3,7,3,6,40,57,7,100,28,44,13,39,68,0,7,16,4
2024-05-09,Rome,red-clay,"Draper, Jack",40,1136,"Coric, Borna",55,914,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]",8,3,1,35,38,5,71,6,10,10,8,41,0,13,13,7,2,0,0,29,44,4,50,13,28,6,30,42,0,0,6,1
2024-05-09,Rome,red-clay,"Ruusuvuori, Emil",71,780,"Giron, Marcos",49,980,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]]","[[1, 0], [1, 1], [1, 2]]",2,4,3,31,55,8,86,15,28,8,40,46,0,8,12,4,2,6,0,35,54,6,93,18,39,9,40,53,0,15,15,5
2024-05-09,Rome,red-clay,"Struff, Jan-Lennard",41,1120,"Cachin, Pedro",99,613,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",3,4,2,20,29,14,64,15,23,8,19,35,0,8,12,3,3,2,3,24,45,9,52,9,14,6,29,33,0,2,8,2
2024-05-09,Rome,red-clay,"Moreno De Alboran, Nicolas",136,466,"Van De Zandschulp, Botic",112,565,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[0, 1], [1, 1], [1, 2]]",5,1,1,50,71,4,124,30,49,16,41,80,1,8,18,2,4,2,3,62,87,5,129,26,42,17,44,88,1,7,20,3
2024-05-09,Rome,red-clay,"Evans, Daniel",67,806,"Fognini, Fabio",92,650,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [1, 1], [1, 2]]",4,4,5,30,54,7,89,23,38,8,44,53,0,12,12,3,3,6,7,36,49,8,96,16,32,9,36,52,0,12,15,3
2024-05-09,Rome,red-clay,"Muller, Alexandre",109,577,"Fucsovics, Marton",50,957,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 2]]]","[[0, 1], [1, 1], [2, 1]]",3,3,1,46,62,7,91,16,27,13,28,62,1,7,17,5,4,2,1,40,50,7,86,18,36,12,29,58,0,2,14,3
2024-05-09,Rome,red-clay,"Mcdonald, Mackenzie",76,735,"Karatsev, Aslan",86,675,3,"[[[1, 0], [2, 0], [2, 1], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",0,3,3,41,58,7,88,9,22,10,33,50,0,7,13,3,2,4,4,42,63,6,94,19,32,12,38,61,0,6,16,3
2024-05-09,Rome,red-clay,"Lajovic, Dusan",64,811,"Sonego, Lorenzo",47,996,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]]]","[[1, 0], [1, 1], [2, 1]]",3,3,1,56,75,7,104,15,24,15,29,71,0,8,18,3,7,1,4,44,57,5,90,17,33,11,33,61,1,5,13,3
2024-05-09,Rome,red-clay,"Altmaier, Daniel",78,733,"Nardi, Luca",81,718,3,"[[[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",2,2,1,25,42,5,51,3,10,6,25,28,0,6,8,3,1,4,1,30,40,7,63,8,20,8,23,38,0,4,12,3
2024-05-08,Rome,red-clay,"Nishioka, Yoshihito",80,721,"Ofner, Sebastian",46,1036,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]]]","[[1, 0], [1, 1], [2, 1]]",1,2,1,40,61,6,89,24,36,12,34,64,1,5,15,3,9,2,2,37,48,6,93,22,34,13,25,59,0,6,15,5
2024-05-08,Rome,red-clay,"Borges, Nuno",53,931,"Martinez, Pedro",51,937,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]]]","[[0, 1], [1, 1], [2, 1]]",7,3,6,49,70,6,135,34,53,15,46,83,1,10,19,3,1,2,6,59,95,5,126,21,31,14,52,80,1,12,17,2
2024-05-08,Rome,red-clay,"Darderi, Luciano",54,918,"Shapovalov, Denis",126,505,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [6, 5], [6, 6], [7, 6]]]","[[0, 1], [1, 1], [2, 1]]",3,6,5,43,67,6,125,28,51,12,52,71,1,11,19,3,2,4,14,46,66,5,117,19,39,11,54,65,1,12,16,3
2024-05-08,Rome,red-clay,"Zhang, Zhizhen",56,868,"Galan, Daniel Elahi",90,656,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 2]], [[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",3,5,2,28,43,8,72,17,28,8,28,45,0,8,13,3,3,2,0,18,27,6,58,12,30,5,27,30,0,12,7,3
2024-05-08,Rome,red-clay,"Mensik, Jakub",65,809,"Hanfmann, Yannick",59,848,3,"[[[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",7,0,6,26,41,4,52,13,28,5,36,39,0,1,5,1,1,4,0,28,35,7,72,8,14,8,13,36,0,14,12,3
2024-05-08,Rome,red-clay,"Kotov, Pavel",63,819,"Michelsen, Alex",69,798,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]",4,5,0,22,32,6,59,8,11,7,13,30,0,8,12,7,0,0,3,16,34,5,34,5,13,2,29,21,0,0,2,1
2024-05-08,Rome,red-clay,"Marterer, Maximilian",98,616,"Cobolli, Flavio",57,868,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",3,1,1,24,40,7,46,7,16,5,26,31,0,1,6,3,4,4,1,29,35,7,64,9,17,8,15,38,0,7,12,7
2024-05-08,Rome,red-clay,"Thiago, Monteiro",106,590,"Monfils, Gael",38,1145,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",7,3,0,31,39,11,63,12,16,10,12,43,0,5,13,3,3,0,3,17,25,6,45,16,25,7,20,33,0,2,7,1
2024-05-08,Rome,red-clay,"Shevchenko, Alexander",60,848,"Marozsan, Fabian",36,1179,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",2,4,0,20,29,5,61,12,16,8,13,32,0,6,12,3,0,0,2,19,35,4,42,10,21,5,29,29,0,0,5,1
