RankNo,Name,Points,Movement,PlayerId,Year,courtType,Age,HeightCm,WeightKg,PlayHand,SglHiRank,SglCareerWon,SglCareerLost,SglYtdWon,SglYtdLost,SglHiRankDate,FirstServePercentage,FirstServePointsWonPercentage,SecondServePointsWonPercentage,BreakPointsSavedPercentage,ServiceGamesWonPercentage,ServicePointsWonPercentage,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,BreakPointsConvertedPercentage,ReturnGamesWonPercentage,ReturnPointsWonPercentage,TotalPointsWonPercentage
194,Mitchell Krueger,314,0,KC12,all,Clay,30,188,82,R,135,8,19,0,1,2022-07-18T00:00:00,66,67,63,25,81,66,35,43,67,24,38,51
194,Mitchell Krueger,314,0,KC12,all,Hard,30,188,82,R,135,8,19,0,1,2022-07-18T00:00:00,64,68,49,59,75,61,23,50,33,15,33,47
194,Mitchell Krueger,314,0,KC12,all,all,30,188,82,R,135,8,19,0,1,2022-07-18T00:00:00,63,67,49,55,73,61,24,48,37,16,33,47
195,Enzo Couacaud,308,1,CG94,2022,Grass,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,69,74,66,71,93,72,16,39,33,4,22,48
195,Enzo Couacaud,308,1,CG94,2022,Clay,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,,,,,,,,,,,,
195,Enzo Couacaud,308,1,CG94,2022,Hard,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,53,69,57,57,77,63,30,40,63,20,34,49
195,Enzo Couacaud,308,1,CG94,2022,all,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,61,72,60,62,85,67,22,39,55,11,28,48
195,Enzo Couacaud,308,1,CG94,2023,Grass,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,62,74,58,67,88,68,20,35,0,0,27,46
195,Enzo Couacaud,308,1,CG94,2023,Clay,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,,,,,,,,,,,,
195,Enzo Couacaud,308,1,CG94,2023,Hard,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,61,71,46,58,72,61,26,48,50,20,34,49
195,Enzo Couacaud,308,1,CG94,2023,all,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,61,72,49,60,76,63,25,44,42,15,32,48
195,Enzo Couacaud,308,1,CG94,all,Grass,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,66,74,63,69,91,70,17,37,14,2,24,47
195,Enzo Couacaud,308,1,CG94,all,Clay,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,51,76,52,64,83,64,28,48,27,15,35,50
195,Enzo Couacaud,308,1,CG94,all,Hard,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,59,70,48,55,72,61,28,46,50,20,34,48
195,Enzo Couacaud,308,1,CG94,all,all,29,183,78,R,151,2,8,0,0,2023-07-17T00:00:00,59,73,52,59,80,64,25,45,38,14,32,48
196,Tomas Barrios Vera,306,-24,BS86,2022,Grass,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,,,,,,,,,,,,
196,Tomas Barrios Vera,306,-24,BS86,2022,Clay,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,,,,,,,,,,,,
196,Tomas Barrios Vera,306,-24,BS86,2022,Hard,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,74,60,38,58,62,54,13,30,0,0,19,39
196,Tomas Barrios Vera,306,-24,BS86,2022,all,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,74,60,38,58,62,54,13,30,0,0,19,39
196,Tomas Barrios Vera,306,-24,BS86,2023,Grass,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,66,62,57,69,75,60,31,51,32,15,38,49
196,Tomas Barrios Vera,306,-24,BS86,2023,Clay,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,59,62,52,61,71,58,31,52,37,22,37,48
196,Tomas Barrios Vera,306,-24,BS86,2023,Hard,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,63,69,37,70,70,57,18,31,0,0,21,43
196,Tomas Barrios Vera,306,-24,BS86,2023,all,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,62,63,53,65,73,59,30,50,35,17,36,48
196,Tomas Barrios Vera,306,-24,BS86,2024,Grass,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,,,,,,,,,,,,
196,Tomas Barrios Vera,306,-24,BS86,2024,Clay,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,66,68,45,57,69,60,22,48,47,15,33,47
196,Tomas Barrios Vera,306,-24,BS86,2024,Hard,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,,,,,,,,,,,,
196,Tomas Barrios Vera,306,-24,BS86,2024,all,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,66,68,45,57,69,60,22,48,47,15,33,47
196,Tomas Barrios Vera,306,-24,BS86,all,Grass,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,69,67,59,70,81,64,25,50,29,10,33,49
196,Tomas Barrios Vera,306,-24,BS86,all,Clay,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,60,66,48,60,70,59,29,49,42,20,36,48
196,Tomas Barrios Vera,306,-24,BS86,all,Hard,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,69,64,37,64,65,55,15,31,0,0,20,41
196,Tomas Barrios Vera,306,-24,BS86,all,all,26,191,88,R,93,7,13,2,3,2024-01-15T00:00:00,64,66,50,63,73,60,27,48,39,15,34,47
197,Yunchaokete Bu,306,0,Y09V,2022,Grass,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,,,,,,,,,,,,
197,Yunchaokete Bu,306,0,Y09V,2022,Clay,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
197,Yunchaokete Bu,306,0,Y09V,2022,Hard,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,,,,,,,,,,,,
197,Yunchaokete Bu,306,0,Y09V,2022,all,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
197,Yunchaokete Bu,306,0,Y09V,2023,Grass,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,,,,,,,,,,,,
197,Yunchaokete Bu,306,0,Y09V,2023,Clay,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,,,,,,,,,,,,
197,Yunchaokete Bu,306,0,Y09V,2023,Hard,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,60,77,46,60,79,64,30,54,57,19,38,50
197,Yunchaokete Bu,306,0,Y09V,2023,all,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,60,77,46,60,79,64,30,54,57,19,38,50
197,Yunchaokete Bu,306,0,Y09V,all,Grass,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,,,,,,,,,,,,
197,Yunchaokete Bu,306,0,Y09V,all,Clay,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
197,Yunchaokete Bu,306,0,Y09V,all,Hard,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,60,77,46,60,79,64,30,54,57,19,38,50
197,Yunchaokete Bu,306,0,Y09V,all,all,22,185,82,R,164,1,2,0,0,2023-05-08T00:00:00,60,77,46,60,79,64,30,54,57,19,38,50
198,Nick Hardt,305,8,H0A4,2022,Grass,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,,,,,,,,,,,,
198,Nick Hardt,305,8,H0A4,2022,Clay,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,,,,,,,,,,,,
198,Nick Hardt,305,8,H0A4,2022,Hard,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
198,Nick Hardt,305,8,H0A4,2022,all,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
198,Nick Hardt,305,8,H0A4,2023,Grass,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,,,,,,,,,,,,
198,Nick Hardt,305,8,H0A4,2023,Clay,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
198,Nick Hardt,305,8,H0A4,2023,Hard,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,,,,,,,,,,,,
198,Nick Hardt,305,8,H0A4,2023,all,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
198,Nick Hardt,305,8,H0A4,2024,Grass,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,,,,,,,,,,,,
198,Nick Hardt,305,8,H0A4,2024,Clay,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,73,59,58,42,70,59,28,58,38,21,39,48
198,Nick Hardt,305,8,H0A4,2024,Hard,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,,,,,,,,,,,,
198,Nick Hardt,305,8,H0A4,2024,all,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,73,59,58,42,70,59,28,58,38,21,39,48
198,Nick Hardt,305,8,H0A4,all,Grass,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,,,,,,,,,,,,
198,Nick Hardt,305,8,H0A4,all,Clay,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,73,59,58,42,70,59,28,58,38,21,39,48
198,Nick Hardt,305,8,H0A4,all,Hard,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
198,Nick Hardt,305,8,H0A4,all,all,23,183,84,R,193,4,5,1,1,2024-05-27T00:00:00,73,59,58,42,70,59,28,58,38,21,39,48
199,Dino Prizmic,303,1,P0HW,2022,Grass,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,,,,,,,,,,,,
199,Dino Prizmic,303,1,P0HW,2022,Clay,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,54,48,35,38,17,42,41,62,60,43,47,44
199,Dino Prizmic,303,1,P0HW,2022,Hard,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,,,,,,,,,,,,
199,Dino Prizmic,303,1,P0HW,2022,all,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,54,48,35,38,17,42,41,62,60,43,47,44
199,Dino Prizmic,303,1,P0HW,2023,Grass,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,,,,,,,,,,,,
199,Dino Prizmic,303,1,P0HW,2023,Clay,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,58,71,52,58,78,63,32,52,45,29,41,52
199,Dino Prizmic,303,1,P0HW,2023,Hard,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,63,71,41,30,71,60,33,51,58,30,40,50
199,Dino Prizmic,303,1,P0HW,2023,all,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,60,71,48,48,75,62,32,52,50,29,40,51
199,Dino Prizmic,303,1,P0HW,2024,Grass,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,,,,,,,,,,,,
199,Dino Prizmic,303,1,P0HW,2024,Clay,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,,,,,,,,,,,,
199,Dino Prizmic,303,1,P0HW,2024,Hard,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,66,62,42,48,55,55,33,48,44,23,39,47
199,Dino Prizmic,303,1,P0HW,2024,all,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,66,62,42,48,55,55,33,48,44,23,39,47
199,Dino Prizmic,303,1,P0HW,all,Grass,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,,,,,,,,,,,,
199,Dino Prizmic,303,1,P0HW,all,Clay,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,57,67,48,52,70,59,34,54,48,31,42,51
199,Dino Prizmic,303,1,P0HW,all,Hard,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,65,65,42,44,61,57,33,49,50,26,39,48
199,Dino Prizmic,303,1,P0HW,all,all,18,188,80,R,155,3,8,0,2,2023-10-23T00:00:00,61,66,45,47,65,58,33,51,49,28,40,49
200,Calvin Hemery,301,15,HB48,2022,Grass,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,,,,,,,,,,,,
200,Calvin Hemery,301,15,HB48,2022,Clay,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,,,,,,,,,,,,
200,Calvin Hemery,301,15,HB48,2022,Hard,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,,,,,,,,,,,,
200,Calvin Hemery,301,15,HB48,2022,all,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,,,,,,,,,,,,
200,Calvin Hemery,301,15,HB48,2023,Grass,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,,,,,,,,,,,,
200,Calvin Hemery,301,15,HB48,2023,Clay,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,,,,,,,,,,,,
200,Calvin Hemery,301,15,HB48,2023,Hard,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,60,60,47,0,63,55,19,53,0,0,30,41
200,Calvin Hemery,301,15,HB48,2023,all,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,60,60,47,0,63,55,19,53,0,0,30,41
200,Calvin Hemery,301,15,HB48,all,Grass,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,,,,,,,,,,,,
200,Calvin Hemery,301,15,HB48,all,Clay,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,61,65,41,50,68,56,30,45,39,18,35,46
200,Calvin Hemery,301,15,HB48,all,Hard,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,59,64,42,41,59,55,18,44,0,0,28,41
200,Calvin Hemery,301,15,HB48,all,all,29,191,83,R,116,2,9,0,0,2018-04-30T00:00:00,60,65,41,47,66,56,27,45,33,12,33,45
201,Rudolf Molleker,301,-6,M0AC,2022,Grass,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2022,Clay,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2022,Hard,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2022,all,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2023,Grass,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2023,Clay,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,71,64,30,63,70,54,24,50,50,10,32,44
201,Rudolf Molleker,301,-6,M0AC,2023,Hard,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2023,all,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,71,64,30,63,70,54,24,50,50,10,32,44
201,Rudolf Molleker,301,-6,M0AC,2024,Grass,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2024,Clay,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,55,70,55,50,76,63,23,51,80,19,32,49
201,Rudolf Molleker,301,-6,M0AC,2024,Hard,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,,,,,,,,,,,,
201,Rudolf Molleker,301,-6,M0AC,2024,all,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,55,70,55,50,76,63,23,51,80,19,32,49
201,Rudolf Molleker,301,-6,M0AC,all,Grass,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,60,75,47,69,85,64,16,48,20,8,29,47
201,Rudolf Molleker,301,-6,M0AC,all,Clay,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,59,67,51,60,75,61,21,45,37,13,30,47
201,Rudolf Molleker,301,-6,M0AC,all,Hard,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,64,56,42,22,56,51,18,37,33,6,25,38
201,Rudolf Molleker,301,-6,M0AC,all,all,23,188,82,R,146,5,12,1,1,2019-07-29T00:00:00,60,69,49,60,77,61,19,45,31,11,29,46
202,Li Tu,298,0,TC01,2022,Grass,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,2022,Clay,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,2022,Hard,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,2022,all,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,2023,Grass,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,55,77,53,14,81,66,25,51,36,16,36,50
202,Li Tu,298,0,TC01,2023,Clay,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,2023,Hard,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,57,79,66,83,92,73,16,53,50,8,31,50
202,Li Tu,298,0,TC01,2023,all,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,56,78,56,46,84,68,23,51,38,14,34,50
202,Li Tu,298,0,TC01,2024,Grass,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,2024,Clay,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,2024,Hard,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,55,83,59,100,100,72,24,35,0,0,27,50
202,Li Tu,298,0,TC01,2024,all,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,55,83,59,100,100,72,24,35,0,0,27,50
202,Li Tu,298,0,TC01,all,Grass,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,55,77,53,14,81,66,25,51,36,16,36,50
202,Li Tu,298,0,TC01,all,Clay,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,,,,,,,,,,,,
202,Li Tu,298,0,TC01,all,Hard,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,59,76,64,61,88,71,20,42,44,7,29,50
202,Li Tu,298,0,TC01,all,all,28,183,80,R,186,1,6,0,1,2024-03-18T00:00:00,58,77,60,48,85,70,22,45,39,10,32,50
203,Yasutaka Uchiyama,297,0,U134,2022,Grass,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,,,,,,,,,,,,
203,Yasutaka Uchiyama,297,0,U134,2022,Clay,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,,,,,,,,,,,,
203,Yasutaka Uchiyama,297,0,U134,2022,Hard,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,63,79,59,67,78,72,27,30,0,0,28,46
203,Yasutaka Uchiyama,297,0,U134,2022,all,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,63,79,59,67,78,72,27,30,0,0,28,46
203,Yasutaka Uchiyama,297,0,U134,all,Grass,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,55,67,46,51,65,58,29,43,33,18,34,46
203,Yasutaka Uchiyama,297,0,U134,all,Clay,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,63,58,48,61,65,54,21,43,60,9,28,43
203,Yasutaka Uchiyama,297,0,U134,all,Hard,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,62,74,50,61,80,65,24,47,29,14,33,49
203,Yasutaka Uchiyama,297,0,U134,all,all,31,183,78,R,78,11,27,0,0,2019-11-04T00:00:00,61,72,49,60,77,63,24,47,30,14,33,48
204,Marc-Andrea Huesler,296,0,HH06,2022,Grass,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,54,80,54,64,86,68,21,45,38,8,28,48
204,Marc-Andrea Huesler,296,0,HH06,2022,Clay,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,54,75,53,43,78,65,24,41,75,17,31,49
204,Marc-Andrea Huesler,296,0,HH06,2022,Hard,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,64,76,56,63,87,69,22,48,41,14,32,50
204,Marc-Andrea Huesler,296,0,HH06,2022,all,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,61,76,55,60,86,68,22,47,44,14,31,50
204,Marc-Andrea Huesler,296,0,HH06,2023,Grass,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,57,79,57,74,90,69,23,49,39,13,33,50
204,Marc-Andrea Huesler,296,0,HH06,2023,Clay,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,59,68,50,55,69,61,29,48,38,18,36,48
204,Marc-Andrea Huesler,296,0,HH06,2023,Hard,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,61,75,51,66,84,65,24,45,47,13,32,49
204,Marc-Andrea Huesler,296,0,HH06,2023,all,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,60,73,51,62,80,64,26,47,42,14,33,49
204,Marc-Andrea Huesler,296,0,HH06,2024,Grass,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,60,80,38,60,80,63,26,33,0,0,27,47
204,Marc-Andrea Huesler,296,0,HH06,2024,Clay,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,64,68,63,73,88,66,34,48,47,27,39,52
204,Marc-Andrea Huesler,296,0,HH06,2024,Hard,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,61,69,51,79,82,62,24,56,40,18,35,49
204,Marc-Andrea Huesler,296,0,HH06,2024,all,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,62,70,54,74,84,64,30,49,45,20,36,50
204,Marc-Andrea Huesler,296,0,HH06,all,Grass,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,56,79,54,68,88,68,22,46,38,10,30,49
204,Marc-Andrea Huesler,296,0,HH06,all,Clay,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,57,70,52,58,75,62,28,48,39,19,36,49
204,Marc-Andrea Huesler,296,0,HH06,all,Hard,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,62,75,53,66,85,67,23,47,43,13,32,49
204,Marc-Andrea Huesler,296,0,HH06,all,all,28,196,86,L,47,31,49,3,5,2023-02-13T00:00:00,60,74,53,63,82,65,25,47,41,15,33,49
205,Valentin Royer,294,-6,R0EB,2024,Grass,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
205,Valentin Royer,294,-6,R0EB,2024,Clay,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
205,Valentin Royer,294,-6,R0EB,2024,Hard,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
205,Valentin Royer,294,-6,R0EB,2024,all,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
205,Valentin Royer,294,-6,R0EB,all,Grass,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
205,Valentin Royer,294,-6,R0EB,all,Clay,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
205,Valentin Royer,294,-6,R0EB,all,Hard,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
205,Valentin Royer,294,-6,R0EB,all,all,23,188,86,R,194,0,0,0,0,2024-06-10T00:00:00,,,,,,,,,,,,
206,Elias Ymer,293,1,Y218,2022,Grass,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,51,66,41,63,63,54,21,40,40,13,28,42
206,Elias Ymer,293,1,Y218,2022,Clay,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,60,71,53,69,79,63,32,48,38,22,38,51
206,Elias Ymer,293,1,Y218,2022,Hard,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,59,75,52,62,82,66,28,51,46,21,38,52
206,Elias Ymer,293,1,Y218,2022,all,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,58,73,51,65,80,64,29,49,43,21,37,51
206,Elias Ymer,293,1,Y218,2023,Grass,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,,,,,,,,,,,,
206,Elias Ymer,293,1,Y218,2023,Clay,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,58,63,40,46,57,53,25,56,48,25,37,46
206,Elias Ymer,293,1,Y218,2023,Hard,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,57,69,49,57,70,60,30,48,56,25,37,49
206,Elias Ymer,293,1,Y218,2023,all,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,57,66,45,52,64,57,28,51,52,25,37,48
206,Elias Ymer,293,1,Y218,2024,Grass,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,,,,,,,,,,,,
206,Elias Ymer,293,1,Y218,2024,Clay,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,,,,,,,,,,,,
206,Elias Ymer,293,1,Y218,2024,Hard,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
206,Elias Ymer,293,1,Y218,2024,all,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
206,Elias Ymer,293,1,Y218,all,Grass,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,56,72,44,61,76,60,13,44,33,6,25,44
206,Elias Ymer,293,1,Y218,all,Clay,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,59,67,48,61,71,60,28,47,37,18,35,48
206,Elias Ymer,293,1,Y218,all,Hard,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,58,69,47,54,70,60,28,49,38,21,37,48
206,Elias Ymer,293,1,Y218,all,all,28,185,78,R,105,42,76,1,1,2018-06-11T00:00:00,58,68,47,57,71,60,28,48,38,19,36,48
207,Andrea Vavassori,291,-6,VA08,2022,Grass,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,53,75,45,60,73,61,13,32,25,7,19,43
207,Andrea Vavassori,291,-6,VA08,2022,Clay,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,,,,,,,,,,,,
207,Andrea Vavassori,291,-6,VA08,2022,Hard,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,,,,,,,,,,,,
207,Andrea Vavassori,291,-6,VA08,2022,all,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,53,75,45,60,73,61,13,32,25,7,19,43
207,Andrea Vavassori,291,-6,VA08,2023,Grass,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,59,69,50,60,78,61,9,25,0,0,13,40
207,Andrea Vavassori,291,-6,VA08,2023,Clay,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,62,70,47,63,76,61,32,44,47,19,36,49
207,Andrea Vavassori,291,-6,VA08,2023,Hard,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,,,,,,,,,,,,
207,Andrea Vavassori,291,-6,VA08,2023,all,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,61,70,48,63,76,61,30,44,47,17,34,49
207,Andrea Vavassori,291,-6,VA08,2024,Grass,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,,,,,,,,,,,,
207,Andrea Vavassori,291,-6,VA08,2024,Clay,29,193,82,R,128,8,11,3,4,2023-06-19T00:00:00,62,69,50,67,76,62,30,54,30,21,38,49
